Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-g1a6,randomiser-62yd,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
49,1636833992833,13/11/2021 20:06:32,1636833992846,0,13/11/2021 20:06:32,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,22,1,Screen 1,Zone9,response_keyboard,4395.20000000298,left,2,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
50,1636833993532,13/11/2021 20:06:33,1636833993539,0,13/11/2021 20:06:33,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,22,2,Screen 2,fixation,fixation,700.0250000000087,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Music,left,,,,,science,humanities,30,practice_congruent,practice_congruent
51,1636833994447,13/11/2021 20:06:34,1636833994457,0,13/11/2021 20:06:34,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,23,1,Screen 1,Zone9,response_keyboard,878.2999999970198,right,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,Astronomy,right,,,,,science,humanities,22,practice_congruent,practice_congruent
52,1636833995154,13/11/2021 20:06:35,1636833995155,0,13/11/2021 20:06:35,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,23,2,Screen 2,fixation,fixation,700.1440000000002,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,Astronomy,right,,,,,science,humanities,22,practice_congruent,practice_congruent
53,1636833996431,13/11/2021 20:06:36,1636833996445,0,13/11/2021 20:06:36,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,24,1,Screen 1,Zone9,response_keyboard,1246.2000000029802,left,1,1,0,0,,,,Spreadsheet1,1,trials,2,,,,,,History,left,,,,,science,humanities,31,practice_congruent,practice_congruent
54,1636833997118,13/11/2021 20:06:37,1636833997138,0,13/11/2021 20:06:37,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,24,2,Screen 2,fixation,fixation,699.8499999999913,,,0,1,0,,,,Spreadsheet1,1,trials,2,,,,,,History,left,,,,,science,humanities,31,practice_congruent,practice_congruent
55,1636834002007,13/11/2021 20:06:42,1636834002000,0,13/11/2021 20:06:42,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,3,1,Screen 1,Zone9,continue_keyboard,4831.5,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,or,or,female,male,science,humanities,33,congruent,congruent
56,1636834003113,13/11/2021 20:06:43,1636834003122,0,13/11/2021 20:06:43,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,25,1,Screen 1,Zone9,response_keyboard,1077.5,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
57,1636834003800,13/11/2021 20:06:43,1636834003806,0,13/11/2021 20:06:43,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,25,2,Screen 2,fixation,fixation,699.994000000006,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
58,1636834004493,13/11/2021 20:06:44,1636834004495,0,13/11/2021 20:06:44,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,26,1,Screen 1,Zone9,response_keyboard,628.0999999940395,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Ben,right,or,or,female,male,science,humanities,40,congruent,congruent
59,1636834005181,13/11/2021 20:06:45,1636834005189,0,13/11/2021 20:06:45,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,26,2,Screen 2,fixation,fixation,700.051999999996,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Ben,right,or,or,female,male,science,humanities,40,congruent,congruent
60,1636834005838,13/11/2021 20:06:45,1636834005840,0,13/11/2021 20:06:45,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,27,1,Screen 1,Zone9,response_keyboard,592.0999999940395,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
61,1636834006532,13/11/2021 20:06:46,1636834006539,0,13/11/2021 20:06:46,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,27,2,Screen 2,fixation,fixation,699.9110000000073,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
62,1636834007174,13/11/2021 20:06:47,1636834007177,0,13/11/2021 20:06:47,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,28,1,Screen 1,Zone9,response_keyboard,589.2000000029802,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
63,1636834007862,13/11/2021 20:06:47,1636834007872,0,13/11/2021 20:06:47,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,28,2,Screen 2,fixation,fixation,700.0800000000017,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
64,1636834008504,13/11/2021 20:06:48,1636834008512,0,13/11/2021 20:06:48,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,29,1,Screen 1,Zone9,response_keyboard,592.5999999940395,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Paul,right,or,or,female,male,science,humanities,43,congruent,congruent
65,1636834009193,13/11/2021 20:06:49,1636834009206,0,13/11/2021 20:06:49,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,29,2,Screen 2,fixation,fixation,699.926999999996,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Paul,right,or,or,female,male,science,humanities,43,congruent,congruent
66,1636834010586,13/11/2021 20:06:50,1636834010580,0,13/11/2021 20:06:50,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,30,1,Screen 1,Zone9,response_keyboard,1331.6000000089407,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Engineering,right,or,or,female,male,science,humanities,52,congruent,congruent
67,1636834011258,13/11/2021 20:06:51,1636834011272,0,13/11/2021 20:06:51,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,30,2,Screen 2,fixation,fixation,699.929999999993,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Engineering,right,or,or,female,male,science,humanities,52,congruent,congruent
68,1636834011914,13/11/2021 20:06:51,1636834011914,0,13/11/2021 20:06:51,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,31,1,Screen 1,Zone9,response_keyboard,599.5999999940395,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
69,1636834012589,13/11/2021 20:06:52,1636834012606,0,13/11/2021 20:06:52,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,31,2,Screen 2,fixation,fixation,700.070000000007,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
70,1636834013336,13/11/2021 20:06:53,1636834013345,0,13/11/2021 20:06:53,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,32,1,Screen 1,Zone9,response_keyboard,682.7000000029802,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
71,1636834014039,13/11/2021 20:06:54,1636834014039,0,13/11/2021 20:06:54,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,32,2,Screen 2,fixation,fixation,700.0120000000024,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
72,1636834014648,13/11/2021 20:06:54,1636834014654,0,13/11/2021 20:06:54,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,33,1,Screen 1,Zone9,response_keyboard,556.7000000029802,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Classics,left,or,or,female,male,science,humanities,55,congruent,congruent
73,1636834015340,13/11/2021 20:06:55,1636834015339,0,13/11/2021 20:06:55,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,33,2,Screen 2,fixation,fixation,699.9949999999953,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Classics,left,or,or,female,male,science,humanities,55,congruent,congruent
74,1636834016060,13/11/2021 20:06:56,1636834016073,0,13/11/2021 20:06:56,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,34,1,Screen 1,Zone9,response_keyboard,675,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
75,1636834016750,13/11/2021 20:06:56,1636834016772,0,13/11/2021 20:06:56,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,34,2,Screen 2,fixation,fixation,700.1440000000002,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
76,1636834017498,13/11/2021 20:06:57,1636834017503,0,13/11/2021 20:06:57,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,35,1,Screen 1,Zone9,response_keyboard,665.7999999970198,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
77,1636834018185,13/11/2021 20:06:58,1636834018189,0,13/11/2021 20:06:58,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,35,2,Screen 2,fixation,fixation,699.9809999999998,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
78,1636834018802,13/11/2021 20:06:58,1636834018813,0,13/11/2021 20:06:58,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,36,1,Screen 1,Zone9,response_keyboard,593.7999999970198,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Physics,right,or,or,female,male,science,humanities,47,congruent,congruent
79,1636834019503,13/11/2021 20:06:59,1636834019506,0,13/11/2021 20:06:59,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,36,2,Screen 2,fixation,fixation,699.9170000000013,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Physics,right,or,or,female,male,science,humanities,47,congruent,congruent
80,1636834020089,13/11/2021 20:07:00,1636834020087,0,13/11/2021 20:07:00,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,37,1,Screen 1,Zone9,response_keyboard,517,right,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
81,1636834020724,13/11/2021 20:07:00,1636834020741,0,13/11/2021 20:07:00,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,37,1,Screen 1,Zone9,response_keyboard,1186.7000000029802,left,2,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
82,1636834021428,13/11/2021 20:07:01,1636834021439,0,13/11/2021 20:07:01,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,37,2,Screen 2,fixation,fixation,700.0920000000042,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
83,1636834022788,13/11/2021 20:07:02,1636834022779,0,13/11/2021 20:07:02,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,38,1,Screen 1,Zone9,response_keyboard,1280.800000011921,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
84,1636834023459,13/11/2021 20:07:03,1636834023472,0,13/11/2021 20:07:03,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,38,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
85,1636834024365,13/11/2021 20:07:04,1636834024370,0,13/11/2021 20:07:04,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,39,1,Screen 1,Zone9,response_keyboard,853.2999999970198,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
86,1636834025077,13/11/2021 20:07:05,1636834025056,0,13/11/2021 20:07:05,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,39,2,Screen 2,fixation,fixation,699.9930000000022,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
87,1636834025780,13/11/2021 20:07:05,1636834025782,0,13/11/2021 20:07:05,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,40,1,Screen 1,Zone9,response_keyboard,677.4000000059605,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
88,1636834026651,13/11/2021 20:07:06,1636834026473,0,13/11/2021 20:07:06,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,40,2,Screen 2,fixation,fixation,700.0470000000059,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
89,1636834027147,13/11/2021 20:07:07,1636834027167,0,13/11/2021 20:07:07,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,41,1,Screen 1,Zone9,response_keyboard,649,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
90,1636834027841,13/11/2021 20:07:07,1636834027856,0,13/11/2021 20:07:07,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,41,2,Screen 2,fixation,fixation,700.0409999999974,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
91,1636834028435,13/11/2021 20:07:08,1636834028452,0,13/11/2021 20:07:08,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,42,1,Screen 1,Zone9,response_keyboard,546,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
92,1636834029119,13/11/2021 20:07:09,1636834029140,0,13/11/2021 20:07:09,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,42,2,Screen 2,fixation,fixation,699.997000000003,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
93,1636834030010,13/11/2021 20:07:10,1636834030012,0,13/11/2021 20:07:10,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,43,1,Screen 1,Zone9,response_keyboard,827.0999999940395,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Emily,left,or,or,female,male,science,humanities,37,congruent,congruent
94,1636834030694,13/11/2021 20:07:10,1636834030707,0,13/11/2021 20:07:10,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,43,2,Screen 2,fixation,fixation,699.9879999999976,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Emily,left,or,or,female,male,science,humanities,37,congruent,congruent
95,1636834031385,13/11/2021 20:07:11,1636834031391,0,13/11/2021 20:07:11,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,44,1,Screen 1,Zone9,response_keyboard,641.8000000119209,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
96,1636834032083,13/11/2021 20:07:12,1636834032090,0,13/11/2021 20:07:12,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,44,2,Screen 2,fixation,fixation,700.0520000000106,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
97,1636834032843,13/11/2021 20:07:12,1636834032851,0,13/11/2021 20:07:12,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,45,1,Screen 1,Zone9,response_keyboard,716.2000000029802,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
98,1636834033531,13/11/2021 20:07:13,1636834033540,0,13/11/2021 20:07:13,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,45,2,Screen 2,fixation,fixation,700.0139999999956,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
99,1636834034081,13/11/2021 20:07:14,1636834034083,0,13/11/2021 20:07:14,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,46,1,Screen 1,Zone9,response_keyboard,490.40000000596046,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
100,1636834034758,13/11/2021 20:07:14,1636834034773,0,13/11/2021 20:07:14,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,46,2,Screen 2,fixation,fixation,700.0829999999987,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
101,1636834035395,13/11/2021 20:07:15,1636834035399,0,13/11/2021 20:07:15,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,47,1,Screen 1,Zone9,response_keyboard,560.7000000029802,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
102,1636834036086,13/11/2021 20:07:16,1636834036090,0,13/11/2021 20:07:16,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,47,2,Screen 2,fixation,fixation,699.9799999999959,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
103,1636834036750,13/11/2021 20:07:16,1636834036761,0,13/11/2021 20:07:16,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,48,1,Screen 1,Zone9,response_keyboard,611.7000000029802,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
104,1636834037447,13/11/2021 20:07:17,1636834037456,0,13/11/2021 20:07:17,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,48,2,Screen 2,fixation,fixation,700.0130000000063,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
105,1636834041718,13/11/2021 20:07:21,1636834041719,0,13/11/2021 20:07:21,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,1,1,Screen 1,Zone9,continue_keyboard,4232.79999999702,,,0,1,0,,,,Spreadsheet1,,prepare2,,,,,,,,,,,,,,,62,,
106,1636834044284,13/11/2021 20:07:24,1636834044296,0,13/11/2021 20:07:24,68854,2,task-3fjs,,17134596,BLIND,5060921,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1240x553,,IAT_sex_topics,3,society,,Spreadsheet1,4,1,Screen 1,Zone9,continue_keyboard,2530.9000000059605,,,0,1,0,,,,Spreadsheet1,2,prepare1,,,,,,,,,,,,,humanities,science,63,practice_incongruent,practice_incongruent
